clean,95.0183,88.6392,95.0183
combined_1,76.03085,87.765,95.01415
combined_2,81.69085,90.98835,95.01415
combined_3,86.3675,84.17,95.01415
combined_4,75.94749999999999,83.91749999999999,95.01415
combined_5,82.05000000000001,91.51665,95.01415
combined_6,76.775,78.45915,95.01415
compression_1,94.20335,88.5917,95.01415
compression_2,93.735,88.475,95.01415
compression_3,93.57669999999999,88.55664999999999,95.01415
compression_4,92.80585,88.66915,95.01415
compression_5,92.1308,88.67585,95.01415
pixelate_1,94.22915,88.57079999999999,95.01415
pixelate_2,94.2183,88.5725,95.01415
pixelate_3,93.8467,88.4925,95.01415
pixelate_4,93.50665000000001,88.54585,95.01415
pixelate_5,93.2225,88.5308,95.01415
fog_1,75.35085,77.44835,95.01415
fog_2,74.27414999999999,76.5275,95.01415
fog_3,73.47415000000001,75.83670000000001,95.01415
fog_4,73.3883,75.61335,95.01415
fog_5,73.20169999999999,75.68835,95.01415
frost_1,72.9733,79.4608,95.01415
frost_2,76.55085,78.81165,95.01415
frost_3,79.63165000000001,79.66415,95.01415
frost_4,79.5375,79.66085000000001,95.01415
frost_5,81.27420000000001,79.9483,95.01415
snow_1,78.48665,84.0825,95.01415
snow_2,63.75,79.98335,95.01415
snow_3,62.665000000000006,80.20835,95.01415
snow_4,59.9483,79.48335,95.01415
snow_5,67.07335,79.61335,95.01415
motion_blur_1,92.8467,88.16165000000001,95.01415
motion_blur_2,91.21665,87.7325,95.01415
