clean,93.9183,90.12334999999999,93.9183
combined_1,94.91415,95.60585,93.90835
combined_2,95.1233,95.19415000000001,93.90835
combined_3,90.65,90.07830000000001,93.90835
combined_4,88.05665,88.26165,93.90835
combined_5,94.8575,95.7508,93.90835
combined_6,94.51750000000001,93.9208,93.90835
compression_1,93.7475,90.08415,93.90835
compression_2,93.5833,90.0025,93.90835
compression_3,93.5558,90.0267,93.90835
compression_4,93.27165,90.05165,93.90835
compression_5,92.94415000000001,90.0675,93.90835
pixelate_1,93.8692,90.1325,93.90835
pixelate_2,93.91585,90.11914999999999,93.90835
pixelate_3,93.7675,90.0225,93.90835
pixelate_4,93.88,90.115,93.90835
pixelate_5,93.92,90.09415,93.90835
fog_1,86.88915,83.33834999999999,93.90835
fog_2,86.9675,82.75335,93.90835
fog_3,86.6433,82.25835000000001,93.90835
fog_4,86.13419999999999,82.24415,93.90835
fog_5,85.7775,81.4975,93.90835
frost_1,88.14750000000001,87.16085000000001,93.90835
frost_2,89.7108,87.26585,93.90835
frost_3,90.12,87.2642,93.90835
frost_4,90.64085,87.24915,93.90835
frost_5,90.87,87.0275,93.90835
snow_1,88.94915,88.56585,93.90835
snow_2,88.99835,87.16329999999999,93.90835
snow_3,89.9058,87.2492,93.90835
snow_4,91.1825,86.96584999999999,93.90835
snow_5,90.24085,86.95500000000001,93.90835
motion_blur_1,92.9075,89.5275,93.90835
motion_blur_2,91.63499999999999,89.0142,93.90835
